feature,importance
RDkitFP-RDKit::bit594,0.0006081145
RDkitFP-RDKit::bit240,0.0006079837
RDkitFP-RDKit::bit402,0.000607006
RDkitFP-RDKit::bit1853,0.000606784
RDKit2D::EState_VSA1,0.00060633523
RDkitFP-RDKit::bit128,0.00060626795
dyesSimMurcko::9,0.0006050812
RDkitFP-RDKit::bit97,0.00060453825
RDkitFP-RDKit::bit797,0.0006044809
RDkitFP-RDKit::bit952,0.0006041083
RDkitFP-RDKit::bit1565,0.0006039758
RDKit2D::NumAromaticCarbocycles,0.00060326565
RDkitFP-RDKit::bit1270,0.00060306565
RDkitFP-RDKit::bit1115,0.0006013448
RDkitFP-RDKit::bit1844,0.0006007905
RDKit2D::PEOE_VSA2,0.0005999278
RDkitFP-RDKit::bit1667,0.00059899595
RDkitFP-RDKit::bit126,0.0005989593
RDkitFP-RDKit::bit1814,0.00059874344
RDkitFP-RDKit::bit193,0.00059806724
RDkitFP-RDKit::bit1960,0.0005961787
RDkitFP-RDKit::bit649,0.00059475505
xtb3::xtb_gap_eV,0.0005940752
RDkitFP-RDKit::bit640,0.0005939771
RDkitFP-RDKit::bit420,0.00059304666
RDkitFP-RDKit::bit104,0.0005920626
RDkitFP-RDKit::bit1057,0.0005919712
RDkitFP-RDKit::bit1547,0.000591574
RDKit2D::SlogP_VSA8,0.0005911404
RDkitFP-RDKit::bit848,0.00059099635
RDkitFP-RDKit::bit2024,0.0005905755
RDkitFP-RDKit::bit280,0.0005902647
RDkitFP-RDKit::bit417,0.0005891638
RDkitFP-RDKit::bit867,0.0005888895
RDkitFP-RDKit::bit1134,0.00058878533
RDkitFP-RDKit::bit1674,0.00058804423
RDkitFP-RDKit::bit1779,0.00058786705
RDkitFP-RDKit::bit551,0.0005878023
RDkitFP-RDKit::bit698,0.00058760814
RDkitFP-RDKit::bit1397,0.0005866872
RDkitFP-RDKit::bit168,0.0005865913
RDkitFP-RDKit::bit102,0.00058558205
RDkitFP-RDKit::bit518,0.0005852491
RDkitFP-RDKit::bit1855,0.0005851992
RDkitFP-RDKit::bit106,0.00058513746
RDkitFP-RDKit::bit632,0.000584916
RDkitFP-RDKit::bit1091,0.00058470306
RDkitFP-RDKit::bit816,0.00058418413
RDkitFP-RDKit::bit1836,0.0005840385
RDkitFP-RDKit::bit887,0.0005825226
RDkitFP-RDKit::bit1220,0.00058235263
RDkitFP-RDKit::bit136,0.00058208907
RDkitFP-RDKit::bit1581,0.0005818927
RDKit2D::Chi2n,0.0005808016
RDkitFP-RDKit::bit1131,0.00058063987
RDkitFP-RDKit::bit433,0.00058026996
RDkitFP-RDKit::bit383,0.0005790341
RDkitFP-RDKit::bit1051,0.00057874166
RDkitFP-RDKit::bit28,0.0005770217
RDkitFP-RDKit::bit1861,0.0005766348
RDkitFP-RDKit::bit1297,0.0005762485
RDkitFP-RDKit::bit1109,0.0005758551
RDkitFP-RDKit::bit1760,0.00057549484
RDkitFP-RDKit::bit1727,0.00057425414
